id,label
310,0.416
311,0.456
312,0.59
313,0.436
314,0.384
315,0.614
316,0.896
317,0.56
318,0.892
319,0.542
320,0.888
321,0.53
322,0.54
323,0.9
324,0.42
325,0.662
326,0.614
327,0.486
328,0.444
329,0.354
330,0.888
331,0.51
332,0.5
333,0.898
334,0.498
335,0.402
336,0.88
337,0.436
338,0.576
339,0.682
340,0.886
341,0.888
342,0.502
343,0.53
344,0.666
345,0.37
346,0.388
347,0.498
348,0.396
349,0.504
350,0.41
351,0.498
352,0.624
353,0.472
354,0.52
355,0.368
356,0.9
357,0.5
358,0.886
359,0.802
360,0.588
361,0.448
362,0.53
363,0.456
364,0.898
365,0.414
366,0.414
367,0.86
368,0.39
369,0.382
370,0.54
371,0.612
372,0.888
373,0.332
374,0.456
375,0.378
376,0.87
377,0.614
378,0.542
379,0.474
380,0.368
381,0.532
382,0.904
383,0.554
384,0.566
385,0.38
386,0.62
387,0.452
388,0.458
389,0.886
390,0.88
391,0.862
392,0.608
393,0.88
394,0.52
395,0.642
396,0.9
397,0.55
398,0.89
399,0.368
400,0.616
401,0.45
402,0.87
403,0.41
404,0.424
405,0.624
406,0.614
407,0.466
408,0.464
409,0.888
410,0.892
411,0.674
412,0.38
413,0.674
414,0.878
415,0.424
416,0.518
417,0.682
418,0.574
419,0.69
420,0.882
421,0.464
422,0.386
423,0.594
424,0.422
425,0.456
426,0.884
427,0.462
428,0.444
429,0.56
430,0.42
431,0.888
432,0.482
433,0.526
434,0.89
435,0.502
436,0.38
437,0.41
438,0.614
439,0.384
440,0.884
441,0.384
442,0.67
443,0.414
444,0.46
445,0.878
446,0.616
447,0.902
448,0.546
449,0.516
450,0.726
451,0.886
452,0.452
453,0.592
454,0.382
455,0.51
456,0.456
457,0.61
458,0.512
459,0.42
460,0.458
461,0.59
462,0.496
463,0.49
464,0.89
465,0.434
466,0.892
467,0.612
468,0.384
469,0.454
470,0.868
471,0.51
472,0.594
473,0.9
474,0.532
475,0.53
476,0.902
477,0.524
478,0.62
479,0.888
480,0.374
481,0.718
482,0.46
483,0.604
484,0.89
485,0.884
486,0.902
487,0.504
488,0.35
489,0.46
490,0.356
491,0.51
492,0.89
493,0.406
494,0.89
495,0.568
496,0.586
497,0.884
498,0.678
499,0.524
500,0.888
501,0.382
502,0.478
503,0.546
504,0.896
505,0.884
506,0.518
507,0.892
508,0.614
509,0.62
510,0.866
511,0.904
512,0.44
513,0.368
514,0.89
515,0.496
516,0.504
517,0.388
518,0.372
519,0.404
520,0.408
521,0.37
522,0.46
523,0.434
524,0.654
525,0.89
526,0.904
527,0.368
528,0.456
529,0.636
530,0.868
531,0.554
532,0.384
533,0.614
534,0.52
535,0.424
536,0.686
537,0.594
538,0.42
539,0.902
540,0.612
541,0.584
542,0.48
543,0.888
544,0.418
545,0.412
546,0.634
547,0.42
548,0.544
549,0.54
550,0.898
551,0.67
552,0.88
553,0.618
554,0.888
555,0.744
556,0.51
557,0.43
558,0.904
559,0.472
560,0.886
561,0.518
562,0.406
563,0.888
564,0.9
565,0.62
566,0.892
567,0.388
568,0.892
569,0.614
570,0.614
571,0.518
572,0.632
573,0.614
574,0.65
575,0.448
576,0.47
577,0.584
578,0.41
579,0.606
580,0.614
581,0.58
582,0.892
583,0.594
584,0.528
585,0.346
586,0.466
587,0.506
588,0.496
589,0.45
590,0.466
591,0.38
592,0.888
593,0.614
594,0.612
595,0.532
596,0.622
597,0.346
598,0.5
599,0.456
600,0.538
601,0.898
602,0.504
603,0.524
604,0.886
605,0.614
606,0.37
607,0.904
608,0.538
609,0.596
610,0.688
611,0.384
612,0.468
613,0.886
614,0.89
615,0.598
616,0.534
617,0.886
618,0.902
619,0.376
620,0.394
621,0.376
622,0.372
623,0.484
624,0.368
625,0.616
626,0.51
627,0.65
628,0.37
629,0.404
630,0.424
631,0.502
632,0.548
633,0.882
634,0.382
635,0.882
636,0.402
637,0.532
638,0.63
639,0.514
640,0.52
641,0.888
642,0.582
643,0.53
644,0.574
645,0.546
646,0.474
647,0.384
648,0.5
649,0.396
650,0.878
651,0.886
652,0.49
653,0.668
654,0.382
655,0.888
656,0.468
657,0.542
658,0.904
659,0.886
660,0.51
661,0.496
662,0.544
663,0.402
664,0.56
665,0.614
666,0.606
667,0.888
668,0.376
669,0.462
670,0.89
671,0.556
672,0.502
673,0.382
674,0.406
675,0.45
676,0.516
677,0.502
678,0.606
679,0.892
680,0.892
681,0.536
682,0.888
683,0.774
684,0.89
685,0.342
686,0.89
687,0.52
688,0.488
689,0.444
690,0.526
691,0.612
692,0.592
693,0.408
694,0.888
695,0.388
696,0.89
697,0.6
698,0.496
699,0.888
700,0.9
701,0.41
702,0.9
703,0.692
704,0.41
705,0.482
706,0.906
707,0.89
708,0.888
709,0.612
710,0.614
711,0.488
712,0.534
713,0.592
714,0.888
715,0.88
716,0.54
717,0.544
718,0.888
719,0.44
720,0.436
721,0.636
722,0.888
723,0.886
724,0.378
725,0.88
726,0.4
727,0.378
728,0.882
729,0.46
730,0.42
731,0.888
732,0.738
733,0.89
734,0.398
735,0.426
736,0.468
737,0.524
738,0.624
739,0.43
740,0.378
741,0.5
742,0.614
743,0.548
744,0.49
745,0.614
746,0.888
747,0.9
748,0.412
749,0.464
750,0.886
751,0.684
752,0.896
753,0.648
754,0.604
755,0.502
756,0.616
757,0.898
758,0.444
759,0.502
760,0.498
761,0.59
762,0.9
763,0.5
764,0.394
765,0.462
766,0.89
767,0.592
768,0.414
769,0.636
770,0.886
771,0.604
772,0.886
773,0.886
774,0.446
775,0.476
776,0.368
777,0.61
778,0.89
779,0.884
780,0.566
781,0.408
782,0.486
783,0.89
784,0.5
785,0.89
786,0.38
787,0.652
788,0.584
789,0.364
790,0.532
791,0.888
792,0.616
793,0.472
794,0.496
795,0.596
796,0.37
797,0.888
798,0.514
799,0.902
800,0.888
801,0.55
802,0.628
803,0.89
804,0.886
805,0.864
806,0.348
807,0.616
808,0.614
809,0.674
810,0.38
811,0.632
812,0.454
813,0.54
814,0.47
815,0.674
816,0.89
817,0.59
818,0.378
819,0.602
820,0.528
821,0.416
822,0.676
823,0.38
824,0.51
825,0.55
826,0.616
827,0.392
828,0.5
829,0.47
830,0.888
831,0.902
832,0.662
833,0.534
834,0.886
835,0.332
836,0.452
837,0.516
838,0.456
839,0.61
840,0.624
841,0.562
842,0.898
843,0.802
844,0.46
845,0.902
846,0.904
847,0.546
848,0.886
849,0.614
850,0.552
851,0.886
852,0.888
853,0.388
854,0.594
855,0.602
856,0.47
857,0.532
858,0.548
859,0.428
860,0.662
861,0.604
862,0.37
863,0.882
864,0.388
865,0.5
866,0.676
867,0.626
868,0.422
869,0.436
870,0.542
871,0.434
872,0.604
873,0.884
874,0.898
875,0.604
876,0.544
877,0.436
878,0.422
879,0.678
880,0.596
881,0.5
882,0.614
883,0.902
884,0.88
885,0.512
886,0.574
887,0.904
888,0.902
889,0.682
890,0.696
891,0.542
892,0.502
893,0.548
894,0.43
895,0.454
896,0.9
897,0.614
898,0.534
899,0.8
900,0.89
901,0.676
902,0.448
903,0.372
904,0.52
905,0.876
906,0.618
907,0.88
908,0.448
909,0.616
910,0.568
911,0.532
912,0.6
913,0.72
914,0.394
915,0.884
916,0.354
917,0.47
918,0.538
919,0.594
920,0.902
921,0.89
922,0.42
923,0.402
924,0.5
925,0.536
926,0.896
927,0.52
928,0.592
929,0.382
930,0.902
931,0.548
932,0.456
933,0.624
934,0.576
935,0.884
936,0.886
937,0.41
938,0.516
939,0.89
940,0.798
941,0.89
942,0.338
943,0.498
944,0.368
945,0.504
946,0.534
947,0.884
948,0.498
949,0.41
950,0.508
951,0.452
952,0.89
953,0.678
954,0.47
955,0.888
956,0.812
957,0.898
958,0.89
959,0.378
960,0.522
961,0.888
962,0.9
963,0.692
964,0.352
965,0.5
966,0.89
967,0.834
968,0.402
969,0.672
970,0.568
971,0.322
972,0.888
973,0.608
974,0.614
975,0.394
976,0.37
977,0.884
978,0.9
979,0.382
980,0.506
981,0.526
982,0.88
983,0.378
984,0.486
985,0.344
986,0.616
987,0.532
988,0.89
989,0.886
990,0.53
991,0.426
992,0.89
993,0.512
994,0.676
995,0.462
996,0.37
997,0.444
998,0.524
999,0.52
1000,0.614
1001,0.38
1002,0.678
1003,0.89
1004,0.378
1005,0.38
1006,0.888
1007,0.892
1008,0.898
1009,0.882
1010,0.584
1011,0.46
1012,0.51
1013,0.886
1014,0.502
1015,0.616
1016,0.376
1017,0.898
1018,0.89
1019,0.504
1020,0.888
1021,0.898
1022,0.55
1023,0.474
1024,0.742
1025,0.88
1026,0.518
1027,0.618
1028,0.39
1029,0.38
1030,0.606
1031,0.37
1032,0.424
1033,0.488
1034,0.37
1035,0.884
1036,0.614
1037,0.902
1038,0.502
1039,0.536
1040,0.458
1041,0.614
1042,0.89
1043,0.868
1044,0.418
1045,0.554
1046,0.886
1047,0.87
1048,0.886
1049,0.442
1050,0.89
1051,0.538
1052,0.892
1053,0.886
1054,0.532
1055,0.594
1056,0.888
1057,0.562
1058,0.53
1059,0.506
1060,0.774
1061,0.548
1062,0.686
1063,0.42
1064,0.594
1065,0.904
1066,0.604
1067,0.408
1068,0.888
1069,0.378
1070,0.502
1071,0.548
1072,0.898
1073,0.372
1074,0.414
1075,0.89
1076,0.528
1077,0.502
1078,0.89
1079,0.89
1080,0.484
1081,0.892
1082,0.886
1083,0.454
1084,0.89
1085,0.878
1086,0.6
1087,0.542
1088,0.408
1089,0.44
1090,0.64
1091,0.564
1092,0.49
1093,0.452
1094,0.448
1095,0.528
1096,0.686
1097,0.42
1098,0.614
1099,0.624
1100,0.578
1101,0.484
1102,0.6
1103,0.902
1104,0.536
1105,0.542
1106,0.43
1107,0.446
1108,0.37
1109,0.53
1110,0.548
1111,0.56
1112,0.89
1113,0.766
1114,0.61
1115,0.428
1116,0.55
1117,0.6
1118,0.886
1119,0.346
1120,0.454
1121,0.898
1122,0.482
1123,0.89
1124,0.468
1125,0.614
1126,0.518
1127,0.904
1128,0.886
1129,0.468
1130,0.886
1131,0.904
1132,0.514
1133,0.602
1134,0.454
1135,0.886
1136,0.6
1137,0.492
1138,0.478
1139,0.432
1140,0.536
1141,0.89
1142,0.498
1143,0.89
1144,0.89
1145,0.42
1146,0.57
1147,0.38
1148,0.89
1149,0.502
1150,0.562
1151,0.684
1152,0.526
1153,0.89
1154,0.528
1155,0.61
1156,0.468
1157,0.614
1158,0.614
1159,0.528
1160,0.9
1161,0.484
1162,0.892
1163,0.456
1164,0.614
1165,0.376
1166,0.59
1167,0.462
1168,0.386
1169,0.422
1170,0.464
1171,0.796
1172,0.532
1173,0.43
1174,0.402
1175,0.474
1176,0.53
1177,0.5
1178,0.898
1179,0.87
1180,0.532
1181,0.9
1182,0.884
1183,0.892
1184,0.384
1185,0.37
1186,0.346
1187,0.466
1188,0.5
1189,0.89
1190,0.884
1191,0.386
1192,0.568
1193,0.546
1194,0.442
1195,0.384
1196,0.382
1197,0.462
1198,0.378
1199,0.614
1200,0.616
1201,0.49
1202,0.578
1203,0.486
1204,0.38
1205,0.414
1206,0.888
1207,0.38
1208,0.692
1209,0.418
1210,0.568
1211,0.386
1212,0.38
1213,0.368
1214,0.402
1215,0.686
1216,0.456
1217,0.546
1218,0.89
1219,0.468
1220,0.556
1221,0.38
1222,0.514
1223,0.458
1224,0.454
1225,0.898
1226,0.368
1227,0.88
1228,0.466
1229,0.888
1230,0.888
1231,0.884
1232,0.61
1233,0.516
1234,0.42
1235,0.548
1236,0.888
1237,0.368
1238,0.89
1239,0.434
1240,0.888
1241,0.456
1242,0.568
1243,0.552
1244,0.614
1245,0.612
1246,0.888
1247,0.886
1248,0.886
1249,0.892
1250,0.456
1251,0.61
1252,0.56
1253,0.888
1254,0.89
1255,0.904
1256,0.886
1257,0.522
1258,0.458
1259,0.456
1260,0.9
1261,0.422
1262,0.446
1263,0.482
1264,0.634
1265,0.88
1266,0.484
1267,0.546
1268,0.56
1269,0.542
1270,0.518
1271,0.44
1272,0.614
1273,0.532
1274,0.686
1275,0.526
1276,0.9
1277,0.614
1278,0.554
1279,0.388
1280,0.87
1281,0.896
1282,0.448
1283,0.542
1284,0.9
1285,0.53
1286,0.63
1287,0.478
1288,0.446
1289,0.674
1290,0.41
1291,0.438
1292,0.89
1293,0.546
1294,0.408
1295,0.502
1296,0.396
1297,0.902
1298,0.458
1299,0.532
1300,0.51
1301,0.382
1302,0.428
1303,0.524
1304,0.886
1305,0.9
1306,0.554
1307,0.476
1308,0.61
1309,0.41
1310,0.888
1311,0.58
1312,0.606
1313,0.504
1314,0.51
1315,0.416
1316,0.414
1317,0.406
1318,0.514
1319,0.388
1320,0.888
1321,0.472
1322,0.456
1323,0.888
1324,0.616
1325,0.896
1326,0.882
1327,0.454
1328,0.514
1329,0.522
1330,0.52
1331,0.572
1332,0.432
1333,0.898
1334,0.42
1335,0.902
1336,0.58
1337,0.478
1338,0.56
1339,0.534
1340,0.9
1341,0.888
1342,0.596
1343,0.51
1344,0.46
1345,0.65
1346,0.52
1347,0.524
1348,0.498
1349,0.618
1350,0.626
1351,0.886
1352,0.5
1353,0.47
1354,0.678
1355,0.49
1356,0.614
1357,0.506
1358,0.892
1359,0.614
1360,0.372
1361,0.468
1362,0.808
1363,0.878
1364,0.402
1365,0.888
1366,0.602
1367,0.524
1368,0.616
1369,0.38
1370,0.898
1371,0.886
1372,0.474
1373,0.458
1374,0.468
1375,0.462
1376,0.616
1377,0.886
1378,0.52
1379,0.47
1380,0.89
1381,0.538
1382,0.43
1383,0.61
1384,0.902
1385,0.612
1386,0.466
1387,0.904
1388,0.376
1389,0.754
1390,0.414
1391,0.424
1392,0.372
1393,0.368
1394,0.562
1395,0.554
1396,0.886
1397,0.682
1398,0.452
1399,0.886
1400,0.538
1401,0.604
1402,0.888
1403,0.89
1404,0.488
1405,0.516
1406,0.692
1407,0.476
1408,0.888
1409,0.55
1410,0.468
1411,0.638
1412,0.524
1413,0.5
1414,0.37
1415,0.5
1416,0.466
1417,0.888
1418,0.526
1419,0.374
1420,0.888
1421,0.898
1422,0.884
1423,0.898
1424,0.89
1425,0.472
1426,0.616
1427,0.622
1428,0.902
1429,0.438
1430,0.432
1431,0.9
1432,0.43
1433,0.514
1434,0.416
1435,0.43
1436,0.902
1437,0.348
1438,0.464
1439,0.338
1440,0.368
1441,0.51
1442,0.888
1443,0.55
1444,0.536
1445,0.888
1446,0.39
1447,0.47
1448,0.678
1449,0.476
1450,0.614
1451,0.51
1452,0.88
1453,0.89
1454,0.886
1455,0.388
1456,0.9
1457,0.902
1458,0.61
1459,0.576
1460,0.892
1461,0.452
1462,0.438
1463,0.378
1464,0.46
1465,0.664
1466,0.558
1467,0.47
1468,0.382
1469,0.442
1470,0.89
1471,0.496
1472,0.604
1473,0.906
1474,0.392
1475,0.904
1476,0.902
1477,0.562
1478,0.89
1479,0.674
1480,0.586
1481,0.608
1482,0.434
1483,0.384
1484,0.892
1485,0.902
1486,0.524
1487,0.368
1488,0.514
1489,0.614
1490,0.878
1491,0.878
1492,0.338
1493,0.486
1494,0.88
1495,0.466
1496,0.616
1497,0.886
1498,0.886
1499,0.874
1500,0.544
1501,0.402
1502,0.472
1503,0.42
1504,0.502
1505,0.41
1506,0.39
1507,0.896
1508,0.614
1509,0.86
1510,0.884
1511,0.526
1512,0.552
1513,0.594
1514,0.524
1515,0.504
1516,0.886
1517,0.448
1518,0.616
1519,0.628
1520,0.354
1521,0.622
1522,0.886
1523,0.59
1524,0.89
1525,0.892
1526,0.498
1527,0.544
1528,0.37
1529,0.59
1530,0.456
1531,0.466
1532,0.9
1533,0.512
1534,0.902
1535,0.39
1536,0.576
1537,0.468
1538,0.432
1539,0.538
1540,0.614
1541,0.346
1542,0.46
1543,0.902
1544,0.468
1545,0.506
1546,0.888
1547,0.886
1548,0.602
1549,0.412
1550,0.89
1551,0.674
1552,0.892
1553,0.884
1554,0.59
1555,0.902
1556,0.888
1557,0.61
1558,0.414
1559,0.59
1560,0.63
1561,0.452
1562,0.432
1563,0.664
1564,0.374
1565,0.326
1566,0.89
1567,0.53
1568,0.888
1569,0.424
1570,0.594
1571,0.888
1572,0.498
1573,0.534
1574,0.47
1575,0.88
1576,0.438
1577,0.884
1578,0.428
1579,0.49
1580,0.594
1581,0.35
1582,0.614
1583,0.568
1584,0.578
1585,0.898
1586,0.528
1587,0.904
1588,0.368
1589,0.54
1590,0.552
1591,0.548
1592,0.42
1593,0.902
1594,0.414
1595,0.884
1596,0.546
1597,0.524
1598,0.896
1599,0.514
1600,0.498
1601,0.52
1602,0.61
1603,0.456
1604,0.408
1605,0.676
1606,0.888
1607,0.614
1608,0.41
1609,0.596
1610,0.514
1611,0.39
1612,0.614
1613,0.614
1614,0.892
1615,0.456
1616,0.892
1617,0.442
1618,0.462
1619,0.618
1620,0.614
1621,0.516
1622,0.472
1623,0.514
1624,0.582
1625,0.52
1626,0.51
1627,0.602
1628,0.412
1629,0.38
1630,0.9
1631,0.886
1632,0.892
1633,0.496
1634,0.418
1635,0.86
1636,0.402
1637,0.626
1638,0.5
1639,0.892
1640,0.548
1641,0.888
1642,0.384
1643,0.878
1644,0.686
1645,0.548
1646,0.888
1647,0.902
1648,0.502
1649,0.614
1650,0.89
1651,0.894
1652,0.496
1653,0.51
1654,0.888
1655,0.414
1656,0.366
1657,0.604
1658,0.502
1659,0.384
1660,0.612
1661,0.556
1662,0.372
1663,0.902
1664,0.624
1665,0.89
1666,0.862
1667,0.548
1668,0.614
1669,0.888
1670,0.628
1671,0.89
1672,0.506
1673,0.444
1674,0.42
1675,0.756
1676,0.89
1677,0.886
1678,0.428
1679,0.894
1680,0.38
1681,0.456
1682,0.89
1683,0.394
1684,0.89
1685,0.89
1686,0.52
1687,0.626
1688,0.876
1689,0.408
1690,0.498
1691,0.88
1692,0.552
1693,0.89
1694,0.67
1695,0.49
1696,0.89
1697,0.562
1698,0.468
1699,0.882
1700,0.514
1701,0.604
1702,0.618
1703,0.628
1704,0.476
1705,0.448
1706,0.406
1707,0.44
1708,0.598
1709,0.612
1710,0.504
1711,0.414
1712,0.486
1713,0.468
1714,0.886
1715,0.412
1716,0.888
1717,0.614
1718,0.468
1719,0.534
1720,0.4
1721,0.898
1722,0.892
1723,0.886
1724,0.492
1725,0.886
1726,0.888
1727,0.888
1728,0.904
1729,0.472
1730,0.872
1731,0.46
1732,0.886
1733,0.886
1734,0.43
1735,0.628
1736,0.684
1737,0.542
1738,0.664
1739,0.88
1740,0.616
1741,0.878
1742,0.38
1743,0.9
1744,0.45
1745,0.878
1746,0.598
1747,0.45
1748,0.892
1749,0.622
1750,0.596
1751,0.55
1752,0.596
1753,0.614
1754,0.888
1755,0.89
1756,0.888
1757,0.57
1758,0.544
1759,0.892
1760,0.424
1761,0.542
1762,0.884
1763,0.334
1764,0.708
1765,0.55
1766,0.576
1767,0.506
1768,0.518
1769,0.338
1770,0.612
1771,0.498
1772,0.376
1773,0.54
1774,0.462
1775,0.852
1776,0.498
1777,0.456
1778,0.608
1779,0.41
1780,0.614
1781,0.378
1782,0.47
1783,0.704
1784,0.502
1785,0.428
1786,0.61
1787,0.382
1788,0.764
1789,0.44
1790,0.48
1791,0.46
1792,0.622
1793,0.882
1794,0.408
1795,0.768
1796,0.376
1797,0.37
1798,0.334
1799,0.484
1800,0.596
1801,0.58
1802,0.888
1803,0.602
1804,0.46
1805,0.614
1806,0.892
1807,0.86
1808,0.616
1809,0.512
1810,0.386
1811,0.902
1812,0.384
1813,0.88
1814,0.5
1815,0.46
1816,0.45
1817,0.892
1818,0.52
1819,0.526
1820,0.468
1821,0.506
1822,0.348
1823,0.39
1824,0.402
1825,0.88
1826,0.502
1827,0.886
1828,0.478
1829,0.546
1830,0.526
1831,0.888
1832,0.69
1833,0.664
1834,0.896
1835,0.888
1836,0.612
1837,0.878
1838,0.492
1839,0.886
1840,0.606
1841,0.538
1842,0.524
1843,0.482
1844,0.892
1845,0.552
1846,0.58
1847,0.498
1848,0.544
1849,0.466
1850,0.44
1851,0.564
1852,0.458
1853,0.888
1854,0.53
1855,0.752
1856,0.888
1857,0.514
1858,0.366
1859,0.396
1860,0.506
1861,0.706
1862,0.486
1863,0.878
1864,0.41
1865,0.702
1866,0.888
1867,0.662
1868,0.51
1869,0.616
1870,0.378
1871,0.9
1872,0.614
1873,0.902
1874,0.558
1875,0.568
1876,0.894
1877,0.388
1878,0.378
1879,0.47
1880,0.89
1881,0.458
1882,0.886
1883,0.508
1884,0.43
1885,0.37
1886,0.46
1887,0.884
1888,0.474
1889,0.564
1890,0.888
1891,0.506
1892,0.4
1893,0.41
1894,0.47
1895,0.894
1896,0.368
1897,0.38
1898,0.342
1899,0.888
1900,0.84
1901,0.888
1902,0.338
1903,0.588
1904,0.686
1905,0.892
1906,0.676
1907,0.602
1908,0.384
1909,0.888
1910,0.378
1911,0.368
1912,0.53
1913,0.636
1914,0.504
1915,0.904
1916,0.422
1917,0.452
1918,0.878
1919,0.688
1920,0.528
1921,0.89
1922,0.888
1923,0.424
1924,0.882
1925,0.392
1926,0.888
1927,0.896
1928,0.7
1929,0.538
1930,0.41
1931,0.466
1932,0.89
1933,0.368
1934,0.452
1935,0.494
1936,0.422
1937,0.888
1938,0.878
1939,0.454
1940,0.596
1941,0.538
1942,0.446
1943,0.89
1944,0.392
1945,0.614
1946,0.614
1947,0.418
1948,0.414
1949,0.518
1950,0.9
1951,0.888
1952,0.444
1953,0.522
1954,0.42
1955,0.366
1956,0.388
1957,0.9
1958,0.394
1959,0.524
1960,0.594
1961,0.46
1962,0.54
1963,0.88
1964,0.49
1965,0.346
1966,0.886
1967,0.798
1968,0.698
1969,0.602
1970,0.888
1971,0.46
1972,0.88
1973,0.742
1974,0.618
1975,0.612
1976,0.348
1977,0.88
1978,0.53
1979,0.418
1980,0.67
1981,0.532
1982,0.658
1983,0.468
1984,0.608
1985,0.388
1986,0.888
1987,0.468
1988,0.89
1989,0.524
1990,0.41
1991,0.5
1992,0.402
1993,0.51
1994,0.596
1995,0.586
1996,0.346
1997,0.38
1998,0.41
1999,0.474
2000,0.514
2001,0.614
2002,0.382
2003,0.452
2004,0.368
2005,0.608
2006,0.526
2007,0.374
2008,0.89
2009,0.44
2010,0.484
2011,0.4
2012,0.41
2013,0.522
2014,0.886
2015,0.524
2016,0.418
2017,0.37
2018,0.52
2019,0.618
2020,0.406
2021,0.566
2022,0.548
2023,0.38
2024,0.888
2025,0.648
2026,0.596
2027,0.378
2028,0.51
2029,0.888
2030,0.388
2031,0.888
2032,0.54
2033,0.416
2034,0.9
2035,0.55
2036,0.9
2037,0.882
2038,0.89
2039,0.506
2040,0.378
2041,0.886
2042,0.562
2043,0.882
2044,0.526
2045,0.472
2046,0.474
2047,0.9
2048,0.888
2049,0.482
2050,0.436
2051,0.412
2052,0.584
2053,0.51
2054,0.412
2055,0.582
2056,0.51
2057,0.55
2058,0.472
2059,0.552
2060,0.476
2061,0.544
2062,0.562
2063,0.448
2064,0.896
2065,0.422
2066,0.89
2067,0.542
2068,0.41
2069,0.5
2070,0.886
2071,0.524
2072,0.616
2073,0.386
2074,0.474
2075,0.502
2076,0.436
2077,0.422
2078,0.434
2079,0.614
2080,0.902
2081,0.886
2082,0.382
2083,0.512
2084,0.594
2085,0.88
2086,0.448
2087,0.688
2088,0.892
2089,0.61
2090,0.45
2091,0.46
2092,0.898
2093,0.614
2094,0.49
2095,0.904
2096,0.464
2097,0.618
2098,0.49
2099,0.49
2100,0.386
2101,0.49
2102,0.41
2103,0.868
2104,0.49
2105,0.506
2106,0.514
2107,0.882
2108,0.558
2109,0.886
2110,0.614
2111,0.882
2112,0.424
2113,0.888
2114,0.498
2115,0.44
2116,0.52
2117,0.434
2118,0.51
2119,0.402
2120,0.592
2121,0.87
2122,0.888
2123,0.598
2124,0.62
2125,0.614
2126,0.898
2127,0.38
2128,0.51
2129,0.338
2130,0.886
2131,0.886
2132,0.584
2133,0.878
2134,0.366
2135,0.488
2136,0.894
2137,0.696
2138,0.546
2139,0.622
2140,0.546
